,clip,target,pred_x,pred_y,pred,diff,rat,LR,start,duration
74,Grooming_930302_L76185_010329,1,1,1,1,0,930302,L,76185,25
75,Grooming_930302_L81515_010755,1,1,1,1,0,930302,L,81515,65
76,Grooming_930302_L82120_010826,1,1,1,1,0,930302,L,82120,100
77,Grooming_930302_R00710_000035,1,1,1,1,0,930302,R,00710,25
78,Grooming_930302_R01590_000119,1,1,0,0,1,930302,R,01590,155
79,Grooming_930302_R01960_000138,1,1,0,0,1,930302,R,01960,375
80,Grooming_930302_R04705_000355,1,1,1,1,0,930302,R,04705,15
81,Grooming_930302_R04845_000402,1,1,1,1,0,930302,R,04845,30
82,Grooming_930302_R08770_000718,1,1,1,1,0,930302,R,08770,65
83,Grooming_930302_R12850_001042,1,0,1,0,1,930302,R,12850,10
84,Grooming_930302_R12960_001048,1,1,1,1,0,930302,R,12960,20
85,Grooming_930302_R13395_001109,1,1,1,1,0,930302,R,13395,20
86,Grooming_930302_R13455_001112,1,0,1,0,1,930302,R,13455,10
87,Grooming_930302_R16015_001320,1,1,1,1,0,930302,R,16015,40
88,Grooming_930302_R16065_001323,1,1,1,1,0,930302,R,16065,85
89,Grooming_930302_R19395_001609,1,1,0,0,1,930302,R,19395,60
90,Grooming_930302_R26060_002143,1,1,1,1,0,930302,R,26060,20
91,Grooming_930302_R26975_002228,1,1,1,1,0,930302,R,26975,50
92,Grooming_930302_R27315_002245,1,1,0,0,1,930302,R,27315,200
93,Grooming_930302_R28290_002334,1,1,1,1,0,930302,R,28290,20
94,Grooming_930302_R28335_002336,1,0,0,0,1,930302,R,28335,50
95,Grooming_930302_R28685_002354,1,1,0,0,1,930302,R,28685,20
96,Grooming_930302_R30485_002524,1,1,1,1,0,930302,R,30485,30
97,Grooming_930302_R31380_002609,1,1,1,1,0,930302,R,31380,30
98,Grooming_930302_R35950_002957,1,1,1,1,0,930302,R,35950,110
99,Grooming_930302_R40545_003347,1,0,1,0,1,930302,R,40545,25
100,Grooming_930302_R40740_003357,1,1,0,0,1,930302,R,40740,20
101,Grooming_930302_R41235_003421,1,1,1,1,0,930302,R,41235,20
102,Grooming_930302_R42425_003521,1,1,1,1,0,930302,R,42425,30
103,Grooming_930302_R43030_003551,1,1,1,1,0,930302,R,43030,30
104,Grooming_930302_R43080_003554,1,1,1,1,0,930302,R,43080,15
105,Grooming_930302_R43110_003555,1,1,1,1,0,930302,R,43110,45
106,Grooming_930302_R43175_003558,1,1,1,1,0,930302,R,43175,110
107,Grooming_930302_R43300_003605,1,1,1,1,0,930302,R,43300,60
108,Grooming_930302_R43380_003609,1,1,1,1,0,930302,R,43380,10
109,Grooming_930302_R43400_003610,1,1,1,1,0,930302,R,43400,25
110,Grooming_930302_R43435_003611,1,1,1,1,0,930302,R,43435,35
111,Grooming_930302_R43505_003615,1,1,1,1,0,930302,R,43505,30
112,Grooming_930302_R43545_003617,1,1,1,1,0,930302,R,43545,20
113,Grooming_930302_R43580_003619,1,1,1,1,0,930302,R,43580,30
114,Grooming_930302_R46485_003844,1,1,1,1,0,930302,R,46485,85
115,Grooming_930302_R46590_003849,1,1,1,1,0,930302,R,46590,225
116,Grooming_930302_R48045_004002,1,1,1,1,0,930302,R,48045,45
117,Grooming_930302_R48405_004020,1,1,1,1,0,930302,R,48405,20
118,Grooming_930302_R48490_004024,1,1,1,1,0,930302,R,48490,25
119,Grooming_930302_R48835_004041,1,1,0,0,1,930302,R,48835,25
120,Grooming_930302_R49300_004105,1,0,1,0,1,930302,R,49300,30
121,Grooming_930302_R49580_004119,1,1,1,1,0,930302,R,49580,10
122,Grooming_930302_R49605_004120,1,1,1,1,0,930302,R,49605,10
123,Grooming_930302_R49630_004121,1,1,1,1,0,930302,R,49630,15
124,Grooming_930302_R49665_004123,1,1,1,1,0,930302,R,49665,35
125,Grooming_930302_R49710_004125,1,1,1,1,0,930302,R,49710,45
126,Grooming_930302_R49785_004129,1,1,1,1,0,930302,R,49785,15
127,Grooming_930302_R50550_004207,1,1,1,1,0,930302,R,50550,15
128,Grooming_930302_R50635_004211,1,1,1,1,0,930302,R,50635,35
129,Grooming_930302_R51415_004250,1,1,1,1,0,930302,R,51415,20
130,Grooming_930302_R51930_004316,1,1,1,1,0,930302,R,51930,25
131,Grooming_930302_R53380_004429,1,1,1,1,0,930302,R,53380,20
132,Grooming_930302_R55250_004602,1,1,1,1,0,930302,R,55250,10
133,Grooming_930302_R57820_004811,1,1,1,1,0,930302,R,57820,65
134,Grooming_930302_R58145_004827,1,1,1,1,0,930302,R,58145,20
135,Grooming_930302_R58180_004829,1,1,1,1,0,930302,R,58180,95
136,Grooming_930302_R58325_004836,1,1,1,1,0,930302,R,58325,30
137,Grooming_930302_R58410_004840,1,1,1,1,0,930302,R,58410,45
138,Grooming_930302_R58505_004845,1,1,1,1,0,930302,R,58505,20
139,Grooming_930302_R62325_005156,1,0,0,0,1,930302,R,62325,55
140,Grooming_930302_R68565_005708,1,1,1,1,0,930302,R,68565,45
141,Grooming_930302_R68660_005713,1,1,1,1,0,930302,R,68660,20
142,Grooming_930302_R70450_005842,1,1,1,1,0,930302,R,70450,55
143,Grooming_930302_R70530_005846,1,1,1,1,0,930302,R,70530,20
144,Grooming_930302_R70630_005851,1,1,1,1,0,930302,R,70630,15
145,Grooming_930302_R70670_005853,1,1,1,1,0,930302,R,70670,35
146,Grooming_930302_R70725_005856,1,0,1,0,1,930302,R,70725,10
147,Grooming_930302_R71755_005947,1,1,1,1,0,930302,R,71755,15
148,Grooming_930302_R72215_010010,1,0,0,0,1,930302,R,72215,50
149,Grooming_930302_R72580_010029,1,0,1,0,1,930302,R,72580,155
150,Grooming_930302_R75290_010244,1,1,1,1,0,930302,R,75290,25
151,Grooming_930302_R75325_010246,1,1,1,1,0,930302,R,75325,35
152,Grooming_930302_R75370_010248,1,1,1,1,0,930302,R,75370,125
153,Grooming_930302_R75535_010256,1,1,1,1,0,930302,R,75535,35
154,Grooming_930302_R75580_010259,1,1,1,1,0,930302,R,75580,20
155,Grooming_930302_R75610_010300,1,1,1,1,0,930302,R,75610,10
156,Grooming_930302_R76110_010325,1,1,1,1,0,930302,R,76110,110
157,Grooming_930302_R76385_010339,1,1,0,0,1,930302,R,76385,85
158,Grooming_930302_R80585_010709,1,1,1,1,0,930302,R,80585,65
159,Grooming_930303_L01495_000114,1,1,1,1,0,930303,L,01495,50
160,Grooming_930303_L04250_000332,1,1,1,1,0,930303,L,04250,45
161,Grooming_930303_L08645_000712,1,1,1,1,0,930303,L,08645,155
162,Grooming_930303_L10740_000857,1,0,1,0,1,930303,L,10740,170
163,Grooming_930303_L13070_001053,1,0,1,0,1,930303,L,13070,95
164,Grooming_930303_L13345_001107,1,1,1,1,0,930303,L,13345,630
165,Grooming_930303_L15930_001316,1,1,1,1,0,930303,L,15930,50
166,Grooming_930303_L16175_001328,1,1,1,1,0,930303,L,16175,25
167,Grooming_930303_L16210_001330,1,1,1,1,0,930303,L,16210,175
168,Grooming_930303_L16670_001353,1,1,0,0,1,930303,L,16670,110
169,Grooming_930303_L21275_001743,1,1,1,1,0,930303,L,21275,85
170,Grooming_930303_L22130_001826,1,0,1,0,1,930303,L,22130,10
171,Grooming_930303_L22325_001836,1,1,0,0,1,930303,L,22325,90
172,Grooming_930303_L22435_001841,1,1,0,0,1,930303,L,22435,85
173,Grooming_930303_L22575_001848,1,1,0,0,1,930303,L,22575,30
174,Grooming_930303_L22630_001851,1,1,1,1,0,930303,L,22630,375
175,Grooming_930303_L23015_001910,1,1,0,0,1,930303,L,23015,100
176,Grooming_930303_L27400_002250,1,1,1,1,0,930303,L,27400,190
177,Grooming_930303_L27615_002300,1,1,1,1,0,930303,L,27615,315
178,Grooming_930303_L33520_002756,1,1,1,1,0,930303,L,33520,95
179,Grooming_930303_L38745_003217,1,1,1,1,0,930303,L,38745,15
180,Grooming_930303_L38785_003219,1,1,1,1,0,930303,L,38785,245
181,Grooming_930303_L39040_003232,1,1,1,1,0,930303,L,39040,20
182,Grooming_930303_L39075_003233,1,1,1,1,0,930303,L,39075,30
183,Grooming_930303_L39130_003236,1,1,1,1,0,930303,L,39130,70
184,Grooming_930303_L39345_003247,1,1,1,1,0,930303,L,39345,10
185,Grooming_930303_L39395_003249,1,1,1,1,0,930303,L,39395,100
186,Grooming_930303_L39505_003255,1,1,1,1,0,930303,L,39505,10
187,Grooming_930303_L39530_003256,1,1,1,1,0,930303,L,39530,110
188,Grooming_930303_L39650_003302,1,1,1,1,0,930303,L,39650,275
189,Grooming_930303_L40485_003344,1,1,1,1,0,930303,L,40485,20
190,Grooming_930303_L40795_003359,1,1,1,1,0,930303,L,40795,95
191,Grooming_930303_L40900_003405,1,1,1,1,0,930303,L,40900,20
192,Grooming_930303_L40930_003406,1,1,1,1,0,930303,L,40930,20
193,Grooming_930303_L40965_003408,1,1,1,1,0,930303,L,40965,35
194,Grooming_930303_L41010_003410,1,1,1,1,0,930303,L,41010,30
195,Grooming_930303_L41060_003413,1,1,1,1,0,930303,L,41060,20
196,Grooming_930303_L41095_003414,1,1,1,1,0,930303,L,41095,10
197,Grooming_930303_L41140_003417,1,1,1,1,0,930303,L,41140,20
198,Grooming_930303_L43335_003606,1,1,1,1,0,930303,L,43335,30
199,Grooming_930303_L43375_003608,1,1,1,1,0,930303,L,43375,125
200,Grooming_930303_L43515_003615,1,1,1,1,0,930303,L,43515,40
201,Grooming_930303_L43655_003622,1,1,1,1,0,930303,L,43655,25
202,Grooming_930303_L45415_003750,1,0,0,0,1,930303,L,45415,65
203,Grooming_930303_L45630_003801,1,1,1,1,0,930303,L,45630,20
204,Grooming_930303_L45660_003803,1,1,1,1,0,930303,L,45660,10
205,Grooming_930303_L46005_003820,1,1,1,1,0,930303,L,46005,15
206,Grooming_930303_L46065_003823,1,1,1,1,0,930303,L,46065,85
207,Grooming_930303_L46195_003829,1,1,0,0,1,930303,L,46195,130
208,Grooming_930303_L48875_004043,1,1,0,0,1,930303,L,48875,70
209,Grooming_930303_L50440_004202,1,1,1,1,0,930303,L,50440,25
210,Grooming_930303_L50805_004220,1,1,1,1,0,930303,L,50805,70
211,Grooming_930303_L52565_004348,1,1,1,1,0,930303,L,52565,30
212,Grooming_930303_L52605_004350,1,1,1,1,0,930303,L,52605,30
213,Grooming_930303_L52650_004352,1,1,1,1,0,930303,L,52650,85
214,Grooming_930303_L52745_004357,1,1,1,1,0,930303,L,52745,45
215,Grooming_930303_L52810_004400,1,1,1,1,0,930303,L,52810,75
216,Grooming_930303_L52895_004404,1,1,1,1,0,930303,L,52895,25
217,Grooming_930303_L52930_004406,1,1,0,0,1,930303,L,52930,20
218,Grooming_930303_L52960_004408,1,1,1,1,0,930303,L,52960,10
219,Grooming_930303_L52990_004409,1,1,1,1,0,930303,L,52990,260
220,Grooming_930303_L53355_004427,1,1,1,1,0,930303,L,53355,15
221,Grooming_930303_L53385_004429,1,0,1,0,1,930303,L,53385,80
222,Grooming_930303_L54415_004520,1,1,1,1,0,930303,L,54415,15
223,Grooming_930303_L55165_004558,1,1,1,1,0,930303,L,55165,15
224,Grooming_930303_L55740_004627,1,0,1,0,1,930303,L,55740,35
225,Grooming_930303_L55820_004631,1,1,1,1,0,930303,L,55820,125
226,Grooming_930303_L56170_004648,1,1,1,1,0,930303,L,56170,60
227,Grooming_930303_L56315_004655,1,1,0,0,1,930303,L,56315,15
228,Grooming_930303_L56345_004657,1,1,0,0,1,930303,L,56345,20
229,Grooming_930303_L56375_004658,1,0,1,0,1,930303,L,56375,10
230,Grooming_930303_L56405_004700,1,1,1,1,0,930303,L,56405,15
231,Grooming_930303_L56430_004701,1,1,1,1,0,930303,L,56430,70
232,Grooming_930303_L62190_005149,1,1,1,1,0,930303,L,62190,50
233,Grooming_930303_L65065_005413,1,1,1,1,0,930303,L,65065,105
234,Grooming_930303_L65190_005419,1,1,1,1,0,930303,L,65190,85
235,Grooming_930303_L68130_005646,1,1,0,0,1,930303,L,68130,75
236,Grooming_930303_L68505_005705,1,1,1,1,0,930303,L,68505,15
237,Grooming_930303_L68955_005727,1,1,1,1,0,930303,L,68955,20
238,Grooming_930303_L69130_005736,1,1,1,1,0,930303,L,69130,195
239,Grooming_930303_L69345_005747,1,1,1,1,0,930303,L,69345,200
240,Grooming_930303_L75195_010239,1,1,0,0,1,930303,L,75195,95
241,Grooming_930303_L75385_010249,1,1,1,1,0,930303,L,75385,295
242,Grooming_930303_L75945_010317,1,1,1,1,0,930303,L,75945,150
243,Grooming_930303_L76110_010325,1,1,0,0,1,930303,L,76110,175
244,Grooming_930303_L80190_010649,1,1,1,1,0,930303,L,80190,85
245,Grooming_930303_L82255_010832,1,1,0,0,1,930303,L,82255,50
246,Grooming_930303_R01095_000054,1,1,0,0,1,930303,R,01095,45
247,Grooming_930303_R01825_000131,1,1,0,0,1,930303,R,01825,40
248,Grooming_930303_R02345_000157,1,0,1,0,1,930303,R,02345,15
249,Grooming_930303_R05600_000440,1,1,1,1,0,930303,R,05600,10
250,Grooming_930303_R05620_000441,1,1,0,0,1,930303,R,05620,110
251,Grooming_930303_R11710_000945,1,1,1,1,0,930303,R,11710,25
252,Grooming_930303_R17815_001450,1,0,1,0,1,930303,R,17815,80
253,Grooming_930303_R20025_001641,1,1,0,0,1,930303,R,20025,40
254,Grooming_930303_R20230_001651,1,1,1,1,0,930303,R,20230,55
255,Grooming_930303_R24135_002006,1,1,1,1,0,930303,R,24135,60
256,Grooming_930303_R28550_002347,1,1,1,1,0,930303,R,28550,45
257,Grooming_930303_R28690_002354,1,1,0,0,1,930303,R,28690,150
258,Grooming_930303_R28850_002402,1,1,0,0,1,930303,R,28850,100
259,Grooming_930303_R30370_002518,1,1,1,1,0,930303,R,30370,45
260,Grooming_930303_R36020_003001,1,0,0,0,1,930303,R,36020,80
261,Grooming_930303_R37915_003135,1,1,1,1,0,930303,R,37915,70
262,Grooming_930303_R38265_003153,1,1,1,1,0,930303,R,38265,30
263,Grooming_930303_R38315_003155,1,1,1,1,0,930303,R,38315,10
264,Grooming_930303_R38340_003157,1,1,1,1,0,930303,R,38340,45
265,Grooming_930303_R38395_003159,1,1,1,1,0,930303,R,38395,25
266,Grooming_930303_R38610_003210,1,1,1,1,0,930303,R,38610,10
267,Grooming_930303_R38635_003211,1,1,1,1,0,930303,R,38635,105
268,Grooming_930303_R38835_003221,1,1,1,1,0,930303,R,38835,195
269,Grooming_930303_R39040_003232,1,1,1,1,0,930303,R,39040,40
270,Grooming_930303_R39105_003235,1,1,1,1,0,930303,R,39105,105
271,Grooming_930303_R39220_003241,1,1,1,1,0,930303,R,39220,15
272,Grooming_930303_R42725_003536,1,1,1,1,0,930303,R,42725,75
273,Grooming_930303_R43895_003634,1,1,1,1,0,930303,R,43895,75
274,Grooming_930303_R44315_003655,1,1,1,1,0,930303,R,44315,20
275,Grooming_930303_R44535_003706,1,1,1,1,0,930303,R,44535,15
276,Grooming_930303_R44770_003718,1,1,1,1,0,930303,R,44770,50
277,Grooming_930303_R44835_003721,1,1,1,1,0,930303,R,44835,10
278,Grooming_930303_R44865_003723,1,1,1,1,0,930303,R,44865,70
279,Grooming_930303_R44945_003727,1,1,1,1,0,930303,R,44945,20
280,Grooming_930303_R45000_003730,1,1,1,1,0,930303,R,45000,10
281,Grooming_930303_R45020_003731,1,1,1,1,0,930303,R,45020,115
282,Grooming_930303_R45145_003737,1,1,1,1,0,930303,R,45145,40
283,Grooming_930303_R46450_003842,1,1,1,1,0,930303,R,46450,25
284,Grooming_930303_R46685_003854,1,1,1,1,0,930303,R,46685,30
285,Grooming_930303_R46740_003857,1,1,1,1,0,930303,R,46740,15
286,Grooming_930303_R46955_003907,1,0,1,0,1,930303,R,46955,25
287,Grooming_930303_R47010_003910,1,1,1,1,0,930303,R,47010,10
288,Grooming_930303_R47030_003911,1,1,1,1,0,930303,R,47030,15
289,Grooming_930303_R47375_003928,1,1,1,1,0,930303,R,47375,25
290,Grooming_930303_R47910_003955,1,1,1,1,0,930303,R,47910,35
291,Grooming_930303_R47960_003958,1,1,1,1,0,930303,R,47960,15
292,Grooming_930303_R50745_004217,1,1,1,1,0,930303,R,50745,40
293,Grooming_930303_R51075_004233,1,1,1,1,0,930303,R,51075,75
294,Grooming_930303_R51250_004242,1,1,1,1,0,930303,R,51250,35
295,Grooming_930303_R52145_004327,1,1,1,1,0,930303,R,52145,30
296,Grooming_930303_R52270_004333,1,1,1,1,0,930303,R,52270,30
297,Grooming_930303_R52440_004342,1,1,1,1,0,930303,R,52440,15
298,Grooming_930303_R52470_004343,1,1,1,1,0,930303,R,52470,210
299,Grooming_930303_R64785_005359,1,1,1,1,0,930303,R,64785,20
300,Grooming_930303_R65730_005446,1,1,0,0,1,930303,R,65730,35
301,Grooming_930303_R66175_005508,1,1,1,1,0,930303,R,66175,10
302,Grooming_930303_R66195_005509,1,1,1,1,0,930303,R,66195,40
303,Grooming_930303_R66530_005526,1,1,1,1,0,930303,R,66530,10
304,Grooming_930303_R66560_005528,1,1,1,1,0,930303,R,66560,10
305,Grooming_930303_R66595_005529,1,1,1,1,0,930303,R,66595,35
306,Grooming_930303_R66640_005532,1,1,1,1,0,930303,R,66640,30
307,Grooming_930303_R66735_005536,1,1,1,1,0,930303,R,66735,20
308,Grooming_930303_R67215_005600,1,1,1,1,0,930303,R,67215,10
309,Grooming_930303_R67265_005603,1,1,1,1,0,930303,R,67265,20
310,Grooming_930303_R68505_005705,1,1,1,1,0,930303,R,68505,10
311,Grooming_930303_R68660_005713,1,1,1,1,0,930303,R,68660,20
312,Grooming_930303_R69000_005730,1,1,1,1,0,930303,R,69000,15
313,Grooming_930303_R69165_005738,1,1,1,1,0,930303,R,69165,110
314,Grooming_930303_R69470_005753,1,1,1,1,0,930303,R,69470,85
315,Grooming_930303_R69965_005818,1,1,1,1,0,930303,R,69965,25
316,Grooming_930303_R72055_010002,1,1,1,1,0,930303,R,72055,55
317,Grooming_930303_R72515_010025,1,1,1,1,0,930303,R,72515,10
318,Grooming_930303_R72550_010027,1,1,1,1,0,930303,R,72550,80
319,Grooming_930303_R73580_010119,1,1,1,1,0,930303,R,73580,65
320,Grooming_930303_R73690_010124,1,1,1,1,0,930303,R,73690,15
321,Grooming_930303_R74160_010148,1,1,1,1,0,930303,R,74160,10
322,Grooming_930303_R74190_010149,1,1,1,1,0,930303,R,74190,10
323,Grooming_930303_R74785_010219,1,1,1,1,0,930303,R,74785,55
324,Grooming_930303_R75025_010231,1,1,0,0,1,930303,R,75025,75
325,Grooming_930303_R75110_010235,1,1,1,1,0,930303,R,75110,25
326,Grooming_930303_R80420_010701,1,1,0,0,1,930303,R,80420,55
327,Grooming_930303_R81575_010758,1,1,1,1,0,930303,R,81575,55
328,Grooming_930304_L00025_000001,1,1,1,1,0,930304,L,00025,55
329,Grooming_930304_L00130_000006,1,1,1,1,0,930304,L,00130,35
330,Grooming_930304_L00180_000009,1,1,0,0,1,930304,L,00180,35
331,Grooming_930304_L00300_000015,1,1,0,0,1,930304,L,00300,25
332,Grooming_930304_L00625_000031,1,1,1,1,0,930304,L,00625,50
333,Grooming_930304_L00710_000035,1,1,1,1,0,930304,L,00710,30
334,Grooming_930304_L00755_000037,1,1,1,1,0,930304,L,00755,165
335,Grooming_930304_L01025_000051,1,1,0,0,1,930304,L,01025,175
336,Grooming_930304_L01425_000111,1,1,1,1,0,930304,L,01425,40
337,Grooming_930304_L01675_000123,1,1,1,1,0,930304,L,01675,65
338,Grooming_930304_L02235_000151,1,1,1,1,0,930304,L,02235,20
339,Grooming_930304_L02265_000153,1,1,1,1,0,930304,L,02265,10
340,Grooming_930304_L02550_000207,1,1,1,1,0,930304,L,02550,40
341,Grooming_930304_L02745_000217,1,1,1,1,0,930304,L,02745,35
342,Grooming_930304_L03565_000258,1,1,0,0,1,930304,L,03565,85
343,Grooming_930304_L03665_000303,1,1,1,1,0,930304,L,03665,70
344,Grooming_930304_L03745_000307,1,1,1,1,0,930304,L,03745,40
345,Grooming_930304_L03995_000319,1,1,1,1,0,930304,L,03995,35
346,Grooming_930304_L06270_000513,1,1,0,0,1,930304,L,06270,35
347,Grooming_930304_L06505_000525,1,1,1,1,0,930304,L,06505,50
348,Grooming_930304_L07390_000609,1,1,1,1,0,930304,L,07390,20
349,Grooming_930304_L07580_000619,1,0,0,0,1,930304,L,07580,70
350,Grooming_930304_L08240_000652,1,1,1,1,0,930304,L,08240,245
351,Grooming_930304_L08765_000718,1,1,1,1,0,930304,L,08765,50
352,Grooming_930304_L10940_000907,1,1,1,1,0,930304,L,10940,80
353,Grooming_930304_L11250_000922,1,0,0,0,1,930304,L,11250,25
354,Grooming_930304_L12790_001039,1,1,1,1,0,930304,L,12790,80
355,Grooming_930304_L13855_001132,1,1,1,1,0,930304,L,13855,80
356,Grooming_930304_L16840_001402,1,1,1,1,0,930304,L,16840,60
357,Grooming_930304_L16925_001406,1,1,0,0,1,930304,L,16925,45
358,Grooming_930304_L21045_001732,1,1,1,1,0,930304,L,21045,50
359,Grooming_930304_L21455_001752,1,1,0,0,1,930304,L,21455,105
360,Grooming_930304_L21575_001758,1,1,1,1,0,930304,L,21575,40
361,Grooming_930304_L21675_001803,1,1,0,0,1,930304,L,21675,45
362,Grooming_930304_L21920_001816,1,1,0,0,1,930304,L,21920,75
363,Grooming_930304_L24565_002028,1,1,0,0,1,930304,L,24565,40
364,Grooming_930304_L25785_002129,1,1,1,1,0,930304,L,25785,150
365,Grooming_930304_L25945_002137,1,1,1,1,0,930304,L,25945,155
366,Grooming_930304_L26110_002145,1,1,1,1,0,930304,L,26110,230
367,Grooming_930304_L26615_002210,1,1,1,1,0,930304,L,26615,50
368,Grooming_930304_L27735_002306,1,1,1,1,0,930304,L,27735,80
369,Grooming_930304_L38845_003222,1,1,1,1,0,930304,L,38845,25
370,Grooming_930304_L40550_003347,1,1,1,1,0,930304,L,40550,20
371,Grooming_930304_L40905_003405,1,1,0,0,1,930304,L,40905,145
372,Grooming_930304_L41060_003413,1,1,1,1,0,930304,L,41060,115
373,Grooming_930304_L41185_003419,1,1,0,0,1,930304,L,41185,435
374,Grooming_930304_L46415_003840,1,1,1,1,0,930304,L,46415,270
375,Grooming_930304_L46700_003855,1,1,1,1,0,930304,L,46700,265
