,clip,target,pred_x,pred_y,pred,diff,rat,LR,start,duration
49,Grooming_930316_L55305_004605,1,1,1,1,0,930316,L,55305,20
50,Grooming_930316_L55345_004607,1,1,1,1,0,930316,L,55345,15
51,Grooming_930316_L58435_004841,1,1,1,1,0,930316,L,58435,230
52,Grooming_930316_L58685_004854,1,1,1,1,0,930316,L,58685,10
53,Grooming_930316_L58705_004855,1,1,1,1,0,930316,L,58705,225
54,Grooming_930316_L58940_004907,1,1,1,1,0,930316,L,58940,105
55,Grooming_930316_L59055_004912,1,1,1,1,0,930316,L,59055,30
56,Grooming_930316_L59095_004914,1,1,1,1,0,930316,L,59095,65
57,Grooming_930316_L65305_005425,1,1,1,1,0,930316,L,65305,25
58,Grooming_930316_L65950_005457,1,1,1,1,0,930316,L,65950,35
59,Grooming_930316_L66135_005506,1,1,1,1,0,930316,L,66135,30
60,Grooming_930316_L66575_005528,1,1,1,1,0,930316,L,66575,75
61,Grooming_930316_L66660_005533,1,1,1,1,0,930316,L,66660,45
62,Grooming_930316_L66725_005536,1,1,1,1,0,930316,L,66725,35
63,Grooming_930316_L66795_005539,1,1,1,1,0,930316,L,66795,40
64,Grooming_930316_L68185_005649,1,1,0,0,1,930316,L,68185,45
65,Grooming_930316_L68560_005708,1,1,1,1,0,930316,L,68560,15
66,Grooming_930316_L69735_005806,1,1,1,1,0,930316,L,69735,35
67,Grooming_930316_L69785_005809,1,1,1,1,0,930316,L,69785,45
68,Grooming_930316_L71165_005918,1,1,1,1,0,930316,L,71165,15
69,Grooming_930316_L71205_005920,1,1,1,1,0,930316,L,71205,20
70,Grooming_930316_L72675_010033,1,1,1,1,0,930316,L,72675,20
71,Grooming_930316_L72705_010035,1,1,0,0,1,930316,L,72705,10
72,Grooming_930316_L72735_010036,1,1,1,1,0,930316,L,72735,10
73,Grooming_930316_L72785_010039,1,1,1,1,0,930316,L,72785,10
74,Grooming_930316_L72815_010040,1,1,1,1,0,930316,L,72815,30
75,Grooming_930316_L73490_010114,1,1,1,1,0,930316,L,73490,20
76,Grooming_930316_L74965_010228,1,1,1,1,0,930316,L,74965,30
77,Grooming_930316_L75005_010230,1,1,1,1,0,930316,L,75005,10
78,Grooming_930316_L75025_010231,1,1,1,1,0,930316,L,75025,15
79,Grooming_930316_L75250_010242,1,1,0,0,1,930316,L,75250,55
80,Grooming_930316_L77220_010421,1,1,0,0,1,930316,L,77220,80
81,Grooming_930316_L80680_010714,1,1,1,1,0,930316,L,80680,220
82,Grooming_930316_R00595_000029,1,1,1,1,0,930316,R,00595,30
83,Grooming_930316_R00770_000038,1,1,1,1,0,930316,R,00770,40
84,Grooming_930316_R01240_000102,1,1,0,0,1,930316,R,01240,55
85,Grooming_930316_R01325_000106,1,1,1,1,0,930316,R,01325,60
86,Grooming_930316_R01400_000110,1,1,1,1,0,930316,R,01400,10
87,Grooming_930316_R07680_000624,1,1,1,1,0,930316,R,07680,145
88,Grooming_930316_R07835_000631,1,1,0,0,1,930316,R,07835,170
89,Grooming_930316_R08650_000712,1,0,1,0,1,930316,R,08650,145
90,Grooming_930316_R08805_000720,1,1,0,0,1,930316,R,08805,15
91,Grooming_930316_R08830_000721,1,1,1,1,0,930316,R,08830,25
92,Grooming_930316_R10415_000840,1,1,0,0,1,930316,R,10415,20
93,Grooming_930316_R14050_001142,1,1,0,0,1,930316,R,14050,105
94,Grooming_930316_R14205_001150,1,1,1,1,0,930316,R,14205,10
95,Grooming_930316_R14930_001226,1,1,0,0,1,930316,R,14930,25
96,Grooming_930316_R17845_001452,1,0,1,0,1,930316,R,17845,20
97,Grooming_930316_R18550_001527,1,1,1,1,0,930316,R,18550,20
98,Grooming_930316_R18895_001544,1,0,0,0,1,930316,R,18895,30
99,Grooming_930316_R22280_001834,1,1,1,1,0,930316,R,22280,340
100,Grooming_930316_R22820_001901,1,1,0,0,1,930316,R,22820,70
101,Grooming_930316_R27640_002302,1,1,0,0,1,930316,R,27640,30
102,Grooming_930316_R29195_002419,1,1,1,1,0,930316,R,29195,20
103,Grooming_930316_R29250_002422,1,1,1,1,0,930316,R,29250,180
104,Grooming_930316_R29465_002433,1,1,0,0,1,930316,R,29465,30
105,Grooming_930316_R29570_002438,1,1,1,1,0,930316,R,29570,15
106,Grooming_930316_R29605_002440,1,1,1,1,0,930316,R,29605,30
107,Grooming_930316_R30925_002546,1,1,1,1,0,930316,R,30925,80
108,Grooming_930316_R31350_002607,1,1,1,1,0,930316,R,31350,20
109,Grooming_930316_R32615_002710,1,1,1,1,0,930316,R,32615,55
110,Grooming_930316_R38400_003200,1,1,1,1,0,930316,R,38400,245
111,Grooming_930316_R38655_003212,1,1,1,1,0,930316,R,38655,100
112,Grooming_930316_R39945_003317,1,1,1,1,0,930316,R,39945,45
113,Grooming_930316_R40505_003345,1,1,1,1,0,930316,R,40505,20
114,Grooming_930316_R40535_003346,1,1,1,1,0,930316,R,40535,365
115,Grooming_930316_R41325_003426,1,1,1,1,0,930316,R,41325,35
116,Grooming_930316_R43710_003625,1,1,1,1,0,930316,R,43710,115
117,Grooming_930316_R43845_003632,1,1,1,1,0,930316,R,43845,240
118,Grooming_930316_R44125_003646,1,1,1,1,0,930316,R,44125,145
119,Grooming_930316_R49145_004057,1,1,1,1,0,930316,R,49145,10
120,Grooming_930316_R49230_004101,1,1,1,1,0,930316,R,49230,25
121,Grooming_930316_R49430_004111,1,1,1,1,0,930316,R,49430,25
122,Grooming_930316_R49520_004116,1,1,1,1,0,930316,R,49520,100
123,Grooming_930316_R53360_004428,1,1,1,1,0,930316,R,53360,25
124,Grooming_930316_R53425_004431,1,1,1,1,0,930316,R,53425,30
125,Grooming_930316_R53470_004433,1,1,1,1,0,930316,R,53470,25
126,Grooming_930316_R53515_004435,1,1,1,1,0,930316,R,53515,20
127,Grooming_930316_R53555_004437,1,1,1,1,0,930316,R,53555,25
128,Grooming_930316_R53595_004439,1,1,1,1,0,930316,R,53595,105
129,Grooming_930316_R53715_004445,1,1,0,0,1,930316,R,53715,20
130,Grooming_930316_R53790_004449,1,1,1,1,0,930316,R,53790,30
131,Grooming_930316_R53845_004452,1,1,1,1,0,930316,R,53845,20
132,Grooming_930316_R55555_004617,1,1,1,1,0,930316,R,55555,15
133,Grooming_930316_R56885_004724,1,1,1,1,0,930316,R,56885,105
134,Grooming_930316_R61820_005131,1,1,1,1,0,930316,R,61820,75
135,Grooming_930316_R64540_005347,1,1,1,1,0,930316,R,64540,145
136,Grooming_930316_R64695_005354,1,1,1,1,0,930316,R,64695,30
137,Grooming_930316_R64775_005358,1,1,1,1,0,930316,R,64775,20
138,Grooming_930316_R64805_005400,1,1,1,1,0,930316,R,64805,10
139,Grooming_930316_R64955_005407,1,1,1,1,0,930316,R,64955,45
140,Grooming_930316_R65090_005414,1,1,1,1,0,930316,R,65090,55
141,Grooming_930316_R65155_005417,1,1,1,1,0,930316,R,65155,45
142,Grooming_930316_R65255_005422,1,1,1,1,0,930316,R,65255,280
143,Grooming_930316_R66190_005509,1,1,1,1,0,930316,R,66190,25
144,Grooming_930316_R68550_005707,1,1,1,1,0,930316,R,68550,85
145,Grooming_930316_R69465_005753,1,1,1,1,0,930316,R,69465,40
146,Grooming_930316_R70450_005842,1,1,0,0,1,930316,R,70450,60
147,Grooming_930316_R76895_010404,1,1,1,1,0,930316,R,76895,110
148,Grooming_930316_R80525_010706,1,1,1,1,0,930316,R,80525,15
149,Grooming_930317_L00355_000017,1,1,1,1,0,930317,L,00355,160
150,Grooming_930317_L00770_000038,1,1,1,1,0,930317,L,00770,525
151,Grooming_930317_L01400_000110,1,1,1,1,0,930317,L,01400,30
152,Grooming_930317_L09790_000809,1,1,1,1,0,930317,L,09790,90
153,Grooming_930317_L11450_000932,1,1,1,1,0,930317,L,11450,20
154,Grooming_930317_L14965_001228,1,1,0,0,1,930317,L,14965,85
155,Grooming_930317_L15060_001233,1,1,1,1,0,930317,L,15060,95
156,Grooming_930317_L15185_001239,1,1,1,1,0,930317,L,15185,40
157,Grooming_930317_L29460_002433,1,1,1,1,0,930317,L,29460,90
158,Grooming_930317_L29560_002438,1,1,1,1,0,930317,L,29560,50
159,Grooming_930317_L37990_003139,1,1,1,1,0,930317,L,37990,20
160,Grooming_930317_L38490_003204,1,1,1,1,0,930317,L,38490,15
161,Grooming_930317_L38720_003216,1,1,1,1,0,930317,L,38720,15
162,Grooming_930317_L38920_003226,1,1,1,1,0,930317,L,38920,250
163,Grooming_930317_L39205_003240,1,1,1,1,0,930317,L,39205,50
164,Grooming_930317_L40390_003339,1,1,1,1,0,930317,L,40390,25
165,Grooming_930317_L43650_003622,1,1,1,1,0,930317,L,43650,60
166,Grooming_930317_L46020_003821,1,1,1,1,0,930317,L,46020,70
167,Grooming_930317_L46105_003825,1,1,1,1,0,930317,L,46105,10
168,Grooming_930317_L46625_003851,1,1,1,1,0,930317,L,46625,100
169,Grooming_930317_L47150_003917,1,1,1,1,0,930317,L,47150,15
170,Grooming_930317_L47220_003921,1,1,1,1,0,930317,L,47220,110
171,Grooming_930317_L47345_003927,1,1,1,1,0,930317,L,47345,10
172,Grooming_930317_L47370_003928,1,1,1,1,0,930317,L,47370,115
173,Grooming_930317_L47500_003935,1,1,1,1,0,930317,L,47500,20
174,Grooming_930317_L49695_004124,1,1,1,1,0,930317,L,49695,50
175,Grooming_930317_L49800_004130,1,1,1,1,0,930317,L,49800,30
176,Grooming_930317_L49860_004133,1,1,1,1,0,930317,L,49860,35
177,Grooming_930317_L49905_004135,1,1,1,1,0,930317,L,49905,25
178,Grooming_930317_L49940_004137,1,1,1,1,0,930317,L,49940,25
179,Grooming_930317_L49975_004138,1,1,1,1,0,930317,L,49975,25
180,Grooming_930317_L50030_004141,1,1,1,1,0,930317,L,50030,40
181,Grooming_930317_L50225_004151,1,1,1,1,0,930317,L,50225,20
182,Grooming_930317_L52555_004347,1,1,1,1,0,930317,L,52555,25
183,Grooming_930317_L52670_004353,1,1,1,1,0,930317,L,52670,15
184,Grooming_930317_L52705_004355,1,1,1,1,0,930317,L,52705,135
185,Grooming_930317_L52855_004402,1,1,1,1,0,930317,L,52855,70
186,Grooming_930317_L53020_004411,1,1,1,1,0,930317,L,53020,35
187,Grooming_930317_L53100_004415,1,1,1,1,0,930317,L,53100,15
188,Grooming_930317_L53140_004417,1,1,1,1,0,930317,L,53140,70
189,Grooming_930317_L54615_004530,1,1,0,0,1,930317,L,54615,105
190,Grooming_930317_L54780_004539,1,1,1,1,0,930317,L,54780,30
191,Grooming_930317_L54825_004541,1,1,1,1,0,930317,L,54825,75
192,Grooming_930317_L54910_004545,1,1,1,1,0,930317,L,54910,45
193,Grooming_930317_L54975_004548,1,1,1,1,0,930317,L,54975,35
194,Grooming_930317_L56525_004706,1,1,1,1,0,930317,L,56525,10
195,Grooming_930317_L58735_004856,1,0,1,0,1,930317,L,58735,110
196,Grooming_930317_L59895_004954,1,1,1,1,0,930317,L,59895,10
197,Grooming_930317_L60265_005013,1,1,1,1,0,930317,L,60265,75
198,Grooming_930317_L62235_005151,1,1,1,1,0,930317,L,62235,40
199,Grooming_930317_L62290_005154,1,1,1,1,0,930317,L,62290,35
200,Grooming_930317_L63165_005238,1,1,1,1,0,930317,L,63165,80
201,Grooming_930317_L63330_005246,1,1,1,1,0,930317,L,63330,95
202,Grooming_930317_L63540_005257,1,1,1,1,0,930317,L,63540,15
203,Grooming_930317_L63695_005304,1,1,0,0,1,930317,L,63695,75
204,Grooming_930317_L63780_005309,1,1,1,1,0,930317,L,63780,20
205,Grooming_930317_L63810_005310,1,1,1,1,0,930317,L,63810,200
206,Grooming_930317_L67440_005612,1,1,1,1,0,930317,L,67440,20
207,Grooming_930317_L67475_005613,1,1,1,1,0,930317,L,67475,40
208,Grooming_930317_L67525_005616,1,1,1,1,0,930317,L,67525,15
209,Grooming_930317_L67575_005618,1,1,1,1,0,930317,L,67575,40
210,Grooming_930317_L67630_005621,1,1,1,1,0,930317,L,67630,10
211,Grooming_930317_L67675_005623,1,1,1,1,0,930317,L,67675,40
212,Grooming_930317_L67725_005626,1,1,1,1,0,930317,L,67725,50
213,Grooming_930317_L67855_005632,1,1,1,1,0,930317,L,67855,10
214,Grooming_930317_L67875_005633,1,1,1,1,0,930317,L,67875,15
215,Grooming_930317_L67955_005637,1,1,1,1,0,930317,L,67955,15
216,Grooming_930317_L71920_005956,1,1,1,1,0,930317,L,71920,40
217,Grooming_930317_L71985_005959,1,1,1,1,0,930317,L,71985,15
218,Grooming_930317_L72035_010001,1,1,1,1,0,930317,L,72035,35
219,Grooming_930317_L72095_010004,1,1,1,1,0,930317,L,72095,20
220,Grooming_930317_L72275_010013,1,1,0,0,1,930317,L,72275,35
221,Grooming_930317_L72330_010016,1,1,1,1,0,930317,L,72330,20
222,Grooming_930317_L72365_010018,1,1,1,1,0,930317,L,72365,35
223,Grooming_930317_L72415_010020,1,1,1,1,0,930317,L,72415,45
224,Grooming_930317_L72485_010024,1,1,1,1,0,930317,L,72485,15
225,Grooming_930317_L72510_010025,1,1,1,1,0,930317,L,72510,85
226,Grooming_930317_L72605_010030,1,1,1,1,0,930317,L,72605,25
227,Grooming_930317_L72670_010033,1,1,1,1,0,930317,L,72670,55
228,Grooming_930317_L72735_010036,1,1,1,1,0,930317,L,72735,20
229,Grooming_930317_L72765_010038,1,1,0,0,1,930317,L,72765,30
230,Grooming_930317_L72805_010040,1,1,1,1,0,930317,L,72805,80
231,Grooming_930317_L72995_010049,1,1,1,1,0,930317,L,72995,60
232,Grooming_930317_L73065_010053,1,1,1,1,0,930317,L,73065,10
233,Grooming_930317_L74020_010141,1,1,1,1,0,930317,L,74020,20
234,Grooming_930317_L74070_010143,1,1,1,1,0,930317,L,74070,20
235,Grooming_930317_L74105_010145,1,1,1,1,0,930317,L,74105,35
236,Grooming_930317_L75345_010247,1,1,1,1,0,930317,L,75345,100
237,Grooming_930317_L76340_010337,1,1,1,1,0,930317,L,76340,10
238,Grooming_930317_L76360_010338,1,1,1,1,0,930317,L,76360,15
239,Grooming_930317_L76485_010344,1,1,1,1,0,930317,L,76485,15
240,Grooming_930317_L77650_010442,1,1,0,0,1,930317,L,77650,80
241,Grooming_930317_L77945_010457,1,1,1,1,0,930317,L,77945,35
242,Grooming_930317_L78000_010500,1,1,1,1,0,930317,L,78000,45
243,Grooming_930317_L78060_010503,1,1,1,1,0,930317,L,78060,30
244,Grooming_930317_L79990_010639,1,1,1,1,0,930317,L,79990,15
245,Grooming_930317_L80995_010729,1,1,0,0,1,930317,L,80995,300
246,Grooming_930317_L81305_010745,1,1,0,0,1,930317,L,81305,170
247,Grooming_930317_R01040_000052,1,1,0,0,1,930317,R,01040,30
248,Grooming_930317_R02320_000156,1,1,1,1,0,930317,R,02320,30
249,Grooming_930317_R02380_000159,1,0,1,0,1,930317,R,02380,15
250,Grooming_930317_R03145_000237,1,1,1,1,0,930317,R,03145,35
251,Grooming_930317_R03445_000252,1,1,1,1,0,930317,R,03445,60
252,Grooming_930317_R03530_000256,1,1,1,1,0,930317,R,03530,85
253,Grooming_930317_R03735_000306,1,1,1,1,0,930317,R,03735,35
254,Grooming_930317_R03790_000309,1,1,0,0,1,930317,R,03790,30
255,Grooming_930317_R07745_000627,1,1,0,0,1,930317,R,07745,45
256,Grooming_930317_R14675_001213,1,1,1,1,0,930317,R,14675,50
257,Grooming_930317_R23355_001927,1,1,1,1,0,930317,R,23355,140
258,Grooming_930317_R24425_002021,1,1,0,0,1,930317,R,24425,70
259,Grooming_930317_R24515_002025,1,0,1,0,1,930317,R,24515,135
260,Grooming_930317_R32020_002641,1,1,0,0,1,930317,R,32020,20
261,Grooming_930317_R32305_002655,1,1,1,1,0,930317,R,32305,15
262,Grooming_930317_R32340_002657,1,0,0,0,1,930317,R,32340,10
263,Grooming_930317_R34020_002821,1,1,1,1,0,930317,R,34020,90
264,Grooming_930317_R35935_002956,1,1,1,1,0,930317,R,35935,20
265,Grooming_930317_R38470_003203,1,1,1,1,0,930317,R,38470,10
266,Grooming_930317_R38490_003204,1,1,1,1,0,930317,R,38490,180
267,Grooming_930317_R38715_003215,1,1,0,0,1,930317,R,38715,50
268,Grooming_930317_R38780_003219,1,1,1,1,0,930317,R,38780,10
269,Grooming_930317_R39835_003311,1,1,1,1,0,930317,R,39835,15
270,Grooming_930317_R43030_003551,1,1,1,1,0,930317,R,43030,35
271,Grooming_930317_R43165_003558,1,1,1,1,0,930317,R,43165,70
272,Grooming_930317_R43265_003603,1,1,1,1,0,930317,R,43265,25
273,Grooming_930317_R43315_003605,1,1,1,1,0,930317,R,43315,35
274,Grooming_930317_R45475_003753,1,1,1,1,0,930317,R,45475,50
275,Grooming_930317_R45535_003756,1,1,1,1,0,930317,R,45535,25
276,Grooming_930317_R45610_003800,1,1,1,1,0,930317,R,45610,85
277,Grooming_930317_R45705_003805,1,1,1,1,0,930317,R,45705,15
278,Grooming_930317_R45735_003806,1,1,1,1,0,930317,R,45735,85
279,Grooming_930317_R45830_003811,1,1,1,1,0,930317,R,45830,30
280,Grooming_930317_R45870_003813,1,1,1,1,0,930317,R,45870,45
281,Grooming_930317_R45935_003816,1,1,1,1,0,930317,R,45935,80
282,Grooming_930317_R46025_003821,1,1,0,0,1,930317,R,46025,125
283,Grooming_930317_R46165_003828,1,1,1,1,0,930317,R,46165,30
284,Grooming_930317_R46205_003830,1,1,1,1,0,930317,R,46205,10
285,Grooming_930317_R46225_003831,1,1,1,1,0,930317,R,46225,10
286,Grooming_930317_R47095_003914,1,1,1,1,0,930317,R,47095,50
287,Grooming_930317_R47975_003958,1,1,1,1,0,930317,R,47975,80
288,Grooming_930317_R48280_004014,1,0,1,0,1,930317,R,48280,80
289,Grooming_930317_R48570_004028,1,0,1,0,1,930317,R,48570,25
290,Grooming_930317_R55265_004603,1,1,1,1,0,930317,R,55265,20
291,Grooming_930317_R57910_004815,1,1,1,1,0,930317,R,57910,50
292,Grooming_930317_R58850_004902,1,1,1,1,0,930317,R,58850,150
293,Grooming_930317_R59080_004914,1,1,1,1,0,930317,R,59080,95
294,Grooming_930317_R59185_004919,1,1,1,1,0,930317,R,59185,15
295,Grooming_930317_R59315_004925,1,1,1,1,0,930317,R,59315,90
296,Grooming_930317_R59420_004931,1,1,1,1,0,930317,R,59420,10
297,Grooming_930317_R59440_004932,1,1,1,1,0,930317,R,59440,50
298,Grooming_930317_R59540_004937,1,1,1,1,0,930317,R,59540,10
299,Grooming_930317_R59560_004938,1,1,1,1,0,930317,R,59560,25
300,Grooming_930317_R59600_004940,1,1,1,1,0,930317,R,59600,15
301,Grooming_930317_R59640_004942,1,1,1,1,0,930317,R,59640,20
302,Grooming_930317_R60580_005029,1,1,1,1,0,930317,R,60580,20
303,Grooming_930317_R60720_005036,1,1,1,1,0,930317,R,60720,15
304,Grooming_930317_R60750_005037,1,1,1,1,0,930317,R,60750,15
305,Grooming_930317_R60790_005039,1,1,1,1,0,930317,R,60790,35
306,Grooming_930317_R60860_005043,1,1,1,1,0,930317,R,60860,25
307,Grooming_930317_R61015_005050,1,1,1,1,0,930317,R,61015,20
308,Grooming_930317_R62075_005143,1,1,0,0,1,930317,R,62075,45
309,Grooming_930317_R63785_005309,1,1,1,1,0,930317,R,63785,25
310,Grooming_930317_R64905_005405,1,1,0,0,1,930317,R,64905,45
311,Grooming_930317_R64985_005409,1,1,1,1,0,930317,R,64985,50
312,Grooming_930317_R66310_005515,1,1,0,0,1,930317,R,66310,90
313,Grooming_930317_R66420_005521,1,1,1,1,0,930317,R,66420,40
314,Grooming_930317_R66910_005545,1,1,0,0,1,930317,R,66910,70
315,Grooming_930317_R67225_005601,1,1,1,1,0,930317,R,67225,25
316,Grooming_930317_R68670_005713,1,1,1,1,0,930317,R,68670,15
317,Grooming_930317_R68790_005719,1,1,0,0,1,930317,R,68790,20
318,Grooming_930317_R68820_005721,1,1,1,1,0,930317,R,68820,20
319,Grooming_930317_R71645_005942,1,1,1,1,0,930317,R,71645,120
320,Grooming_930317_R71775_005948,1,1,1,1,0,930317,R,71775,75
321,Grooming_930317_R71860_005953,1,1,1,1,0,930317,R,71860,90
322,Grooming_930317_R71970_005958,1,1,1,1,0,930317,R,71970,40
323,Grooming_930317_R72030_010001,1,1,1,1,0,930317,R,72030,30
324,Grooming_930317_R72080_010004,1,1,1,1,0,930317,R,72080,20
325,Grooming_930317_R72130_010006,1,1,1,1,0,930317,R,72130,55
326,Grooming_930317_R72205_010010,1,1,1,1,0,930317,R,72205,20
327,Grooming_930317_R72245_010012,1,1,1,1,0,930317,R,72245,40
328,Grooming_930317_R72295_010014,1,1,1,1,0,930317,R,72295,30
329,Grooming_930317_R72375_010018,1,1,1,1,0,930317,R,72375,20
330,Grooming_930317_R72520_010026,1,1,1,1,0,930317,R,72520,35
331,Grooming_930317_R74470_010203,1,1,1,1,0,930317,R,74470,25
332,Grooming_930317_R74560_010208,1,1,1,1,0,930317,R,74560,25
333,Grooming_930317_R74915_010225,1,1,1,1,0,930317,R,74915,15
334,Grooming_930317_R75435_010251,1,1,1,1,0,930317,R,75435,25
335,Grooming_930317_R75520_010256,1,1,1,1,0,930317,R,75520,80
336,Grooming_930317_R78045_010502,1,1,1,1,0,930317,R,78045,45
337,Grooming_930317_R78100_010505,1,1,1,1,0,930317,R,78100,70
338,Grooming_930317_R78305_010515,1,1,1,1,0,930317,R,78305,45
339,Grooming_930317_R78375_010518,1,1,1,1,0,930317,R,78375,95
340,Grooming_930317_R78480_010524,1,1,1,1,0,930317,R,78480,30
341,Grooming_930317_R78520_010526,1,1,1,1,0,930317,R,78520,55
342,Grooming_930317_R78610_010530,1,1,1,1,0,930317,R,78610,15
343,Grooming_930317_R78640_010532,1,1,1,1,0,930317,R,78640,60
344,Grooming_930317_R78710_010535,1,1,1,1,0,930317,R,78710,15
345,Grooming_930317_R78735_010536,1,1,1,1,0,930317,R,78735,15
346,Grooming_930317_R78765_010538,1,1,1,1,0,930317,R,78765,130
347,Grooming_930318_L00025_000001,1,1,1,1,0,930318,L,00025,30
348,Grooming_930318_L00140_000007,1,1,0,0,1,930318,L,00140,20
349,Grooming_930318_L00185_000009,1,1,1,1,0,930318,L,00185,30
350,Grooming_930318_L00360_000018,1,1,1,1,0,930318,L,00360,60
351,Grooming_930318_L01185_000059,1,1,1,1,0,930318,L,01185,10
352,Grooming_930318_L01205_000100,1,1,1,1,0,930318,L,01205,10
353,Grooming_930318_L02370_000158,1,1,1,1,0,930318,L,02370,30
354,Grooming_930318_L02500_000205,1,1,1,1,0,930318,L,02500,20
355,Grooming_930318_L02665_000213,1,1,1,1,0,930318,L,02665,80
356,Grooming_930318_L02925_000226,1,1,1,1,0,930318,L,02925,25
357,Grooming_930318_L03350_000247,1,1,1,1,0,930318,L,03350,20
358,Grooming_930318_L03440_000252,1,1,1,1,0,930318,L,03440,10
359,Grooming_930318_L03470_000253,1,1,1,1,0,930318,L,03470,15
360,Grooming_930318_L03540_000257,1,1,1,1,0,930318,L,03540,25
361,Grooming_930318_L08670_000713,1,1,1,1,0,930318,L,08670,185
362,Grooming_930318_L09845_000812,1,1,1,1,0,930318,L,09845,15
363,Grooming_930318_L11095_000914,1,1,1,1,0,930318,L,11095,15
364,Grooming_930318_L11260_000923,1,1,0,0,1,930318,L,11260,15
365,Grooming_930318_L11780_000949,1,1,1,1,0,930318,L,11780,30
366,Grooming_930318_L12445_001022,1,1,1,1,0,930318,L,12445,40
367,Grooming_930318_L26485_002204,1,1,1,1,0,930318,L,26485,90
368,Grooming_930318_L26650_002212,1,1,1,1,0,930318,L,26650,80
369,Grooming_930318_L26740_002217,1,1,1,1,0,930318,L,26740,85
370,Grooming_930318_L27515_002255,1,0,1,0,1,930318,L,27515,45
371,Grooming_930318_L35810_002950,1,1,1,1,0,930318,L,35810,375
372,Grooming_930318_L36195_003009,1,1,0,0,1,930318,L,36195,65
373,Grooming_930318_L39955_003317,1,1,1,1,0,930318,L,39955,35
374,Grooming_930318_L40565_003348,1,1,1,1,0,930318,L,40565,75
375,Grooming_930318_L40650_003352,1,1,1,1,0,930318,L,40650,10
